Link	Type	Score	CLR_score	ELNET_score	GENIE3_score	LLR_score	MI_score	NARROMI_score	PCOR_score	PEARSON_score	PLSNET_score	SPEARMAN_score	TIGRESS_score	irp_score
regulation	0.0	0.07644882860665844	0.29890053467236555	0.006751282743721307	0.05703529796497631	0.08985260770975056	0.168389702147203	0.2998184783360198	0.09688117377691344	0.5568572138778832	0.1920637277297784	0.7095503061393348	0.11687657430730479	0.12179382686341633
catalysis	0.0	0.09124537607891495	0.29890053467236555	0.04158790170132325	0.05703529796497631	0.09183673469387757	0.168389702147203	0.20138588197973842	0.09688117377691344	0.5568572138778832	0.1920637277297784	0.7095503061393348	0.11687657430730479	0.12179382686341633
catalysis	0.0	0.6744759556103576	0.37506116260419886	0.3113691601404266	0.2579335199894796	0.16865079365079363	0.4077598064571499	0.3856081382438626	0.19892097296985367	0.7419760014462405	0.07531442712062565	0.8681920196922058	0.04710327455919394	0.24351779259523754
catalysis	0.0	0.01849568434032059	0.30131907879268516	0.005671077504725897	0.013277941877545763	0.10856009070294786	0.19774586599059657	0.2255556926269307	0.12813332359152413	0.5105605688546077	0.029226732462039186	0.4767163453582658	0.01889168765743073	0.11027191504886402
reaction	0.0	0.01849568434032059	0.30131907879268516	0.005671077504725897	0.013277941877545763	0.10856009070294786	0.19774586599059657	0.2255556926269307	0.12813332359152413	0.5105605688546077	0.029226732462039186	0.4767163453582658	0.01889168765743073	0.11027191504886402
catalysis	0.0	0.26633785450061653	0.1856013380153704	0.5614366729678638	0.0029560049376846833	0.07142857142857142	0.034656324587874765	0.14876050573011065	0.15861980369795314	0.323865605085946	0.14840426473082843	0.6045773518947543	0.0009445843828715365	0.09654808386440727
catalysis	0.0	0.5745992601726264	0.25496004890466506	0.22117202268431	0.04709459325391235	0.21598639455782315	0.14077087764631113	0.25748646947367754	0.07107737294255641	0.5699957817984606	0.07771550362013845	0.6598259349660764	0.002392947103274559	0.14334727968515915
catalysis	0.0	0.6313193588162762	0.5068330543683126	0.3969754253308128	0.13099843856686288	0.2261904761904762	0.449451311586824	0.4345869037790578	0.10307238161962996	0.7880316063815366	0.08499890549618501	0.90055255047162	0.006045340050377834	0.4226262093091252
binding	1.0	0.6757090012330456	0.46479258092845155	0.9848771266540642	0.10799607084797216	0.165249433106576	0.36924839777416435	0.3814770178751617	0.11176589619835994	0.7376881242561656	0.08652390480599136	0.7127073680291245	0.008564231738035263	0.3071069470426748
catalysis	1.0	0.6214549938347719	0.46479258092845155	0.9848771266540642	0.10799607084797216	0.21598639455782312	0.36924839777416435	0.3814770178751617	0.11176589619835994	0.7376881242561656	0.08652390480599136	0.7127073680291245	0.008564231738035263	0.3071069470426748
reaction	1.0	0.6214549938347719	0.46479258092845155	0.9848771266540642	0.10799607084797216	0.21598639455782312	0.36924839777416435	0.3814770178751617	0.11176589619835994	0.7376881242561656	0.08652390480599136	0.7127073680291245	0.008564231738035263	0.3071069470426748
regulation	0.0	0.0283600493218249	0.31194898053853604	0.0037807183364839316	0.016631632909794095	0.2582199546485261	0.3311777026760592	0.1048017157118591	0.09507223067208637	0.17490283071453316	0.1677986525049202	0.6471976874069171	0.029282115869017633	0.09212095808073362
catalysis	0.0	0.03575832305795315	0.31194898053853604	0.0037807183364839316	0.016631632909794095	0.26558956916099774	0.3311777026760592	0.1048017157118591	0.09507223067208637	0.17490283071453316	0.1677986525049202	0.6471976874069171	0.029282115869017633	0.09212095808073362
regulation	1.0	0.01849568434032059	0.24227635456898952	0.15095868214960842	0.023254264548260108	0.10856009070294786	0.035948311255129095	0.10628872925345657	0.1449840826779361	0.18066519531779635	0.11983940696923392	0.47434919534999176	0.05113350125944584	0.04651457639573486
catalysis	0.0	0.15782983970406902	0.13207055590929254	0.14069673237915203	0.03844623248936742	0.15787981859410435	0.035159665892711744	0.17359404308891396	0.14495438553917023	0.3924754063785235	0.18803635886285483	0.6244376241105412	0.019206549118387907	0.07514211565380968
catalysis	0.0	0.2909987669543773	0.2099138703441755	0.13988657844990549	0.5370404079532789	0.2568027210884354	0.2432576620376276	0.24914989387512376	0.1945662534041529	0.5552885701803282	0.16343313723931288	0.6953435276352804	0.003022670025188917	0.25840080107430896
catalysis	0.0	0.22071516646115905	0.30927879598951247	0.1601404266810694	0.0005530209729442069	0.20209750566893425	0.39126784020189326	0.29019380838054387	0.07941581303604196	0.6228193404540593	0.025524578965169003	0.6179955113354294	0.009571788413098236	0.08629660966515817
catalysis	0.0	0.08754623921085078	0.35775389311890526	0.04266810694031866	0.7063473160683529	0.09183673469387757	0.3498685977653501	0.18351478721476536	0.2029085670374775	0.7387351421383271	0.20100574954481162	0.7932124462187656	0.03583123425692695	0.263754233713947
regulation	1.0	0.04562268803945746	0.1982761359722535	0.0118822576289495	0.11190111681309702	0.33616780045351474	0.45677179618620384	0.6513884803107514	0.2152053344531364	0.9174061073532292	0.11128531601311129	0.8547751530696673	0.09414357682619648	0.4405158338961035
catalysis	1.0	0.05548705302096177	0.1982761359722535	0.048069133135295705	0.11190111681309702	0.3072562358276644	0.45677179618620384	0.6513884803107514	0.2152053344531364	0.9174061073532292	0.11128531601311129	0.8547751530696673	0.09414357682619648	0.4405158338961035
binding	1.0	0.05548705302096177	0.1982761359722535	0.048069133135295705	0.11190111681309702	0.3072562358276644	0.45677179618620384	0.6513884803107514	0.2152053344531364	0.9174061073532292	0.11128531601311129	0.8547751530696673	0.09414357682619648	0.4405158338961035
reaction	1.0	0.05548705302096177	0.1982761359722535	0.048069133135295705	0.11190111681309702	0.3072562358276644	0.45677179618620384	0.6513884803107514	0.2152053344531364	0.9174061073532292	0.11128531601311129	0.8547751530696673	0.09414357682619648	0.4405158338961035
catalysis	0.0	0.05548705302096177	0.3551891942041364	0.07075344315419929	0.03958773114436804	0.3072562358276644	0.39050470983649527	0.31539490790385183	0.1022649637598499	0.6588435348528904	0.04831831864903682	0.7119174561476088	0.003526448362720403	0.15780335902670506
catalysis	0.0	0.3785450061652281	0.34576411632904913	0.06805293005671076	0.14711979821224389	0.15787981859410435	0.30521967252661103	0.11132763869552036	0.354859787842952	0.7270409316199401	0.3153968615660756	0.5587999544928016	0.00698992443324937	0.24796561797345784
catalysis	1.0	0.6757090012330456	0.21555290358740123	0.7296786389413988	0.049674355586411055	0.16865079365079366	0.211491490748494	0.14509057781911006	0.04166920024865027	0.6948809111315327	0.08319050114223009	0.7868983224391858	0.017821158690176322	0.14494891081320949
binding	1.0	0.6757090012330456	0.21555290358740123	0.7296786389413988	0.049674355586411055	0.16865079365079366	0.211491490748494	0.14509057781911006	0.04166920024865027	0.6948809111315327	0.08319050114223009	0.7868983224391858	0.017821158690176322	0.14494891081320949
reaction	1.0	0.6757090012330456	0.21555290358740123	0.7296786389413988	0.049674355586411055	0.16865079365079366	0.211491490748494	0.14509057781911006	0.04166920024865027	0.6948809111315327	0.08319050114223009	0.7868983224391858	0.017821158690176322	0.14494891081320949
reaction	0.0	0.004932182490752168	0.3230376812478316	0.3059681339454496	0.22243038746918378	0.20238095238095238	0.09753687496955593	0.17226076036654994	0.3358028326215546	0.38901987074225286	0.13538077924576802	0.7346090000827404	0.001070528967254408	0.18495346472400975
catalysis	0.0	0.2342786683107275	0.4223479577091571	0.2635700783148798	0.01796892259623496	0.05952380952380953	0.3016962833927523	0.2831873523187732	0.0908780478130476	0.6121156540472138	0.06754675822237236	0.7403310131557173	0.013350125944584382	0.18495863962264636
reaction	0.0	0.2342786683107275	0.4223479577091571	0.2635700783148798	0.01796892259623496	0.05952380952380953	0.3016962833927523	0.2831873523187732	0.0908780478130476	0.6121156540472138	0.06754675822237236	0.7403310131557173	0.013350125944584382	0.18495863962264636
binding	0.0	0.11344019728729962	0.5488404841155157	0.04050769646232785	0.6328764236728703	0.126984126984127	0.7408975248133345	0.5179320990583196	0.5606889350561278	0.8496663101282033	0.184633989713065	0.8025272008935959	0.020717884130982366	0.5985029018244105
binding	1.0	0.025893958076448814	0.28356571945650755	0.2055090467188766	0.02329336118504141	0.24546485260770975	0.09447739487241341	0.21676361830472232	0.08677984266335372	0.4926106148028745	0.023196562777417707	0.6527231921231177	0.008501259445843828	0.04771256543012464
binding	1.0	0.6757090012330456	0.30863444398268003	0.5368620037807184	0.04379169706472634	0.16865079365079366	0.1893723078778713	0.1920907707734305	0.37814535738862404	0.43636729989906453	0.2310240549244579	0.550907299768327	0.00906801007556675	0.1692036607232955
catalysis	0.0	0.08631319358816278	0.306894566473107	0.007561436672967864	0.023795983853331468	0.09183673469387754	0.18616205734379604	0.286715885834306	0.08622291371316426	0.617546588529505	0.038348280057890496	0.7158644299189144	0.004722921914357682	0.14498513510366617
binding	1.0	0.013563501849568421	0.8877709106206242	0.09937888198757762	0.4805565424679728	0.31320861678004536	0.7153987646102353	0.7457115111486475	0.61322704707284	0.9497450247819342	0.6141036229272396	0.9360688503226874	1.0	0.9937021483591689
regulation	1.0	0.406905055487053	0.30391936322262436	0.9168241965973534	0.15612218364055655	0.1726190476190476	0.43367144570292654	0.2155686119806105	0.32356072515695755	0.8168735594088493	0.1566805540885423	0.37332192205858017	0.017758186397984883	0.29202987986472806
catalysis	1.0	0.406905055487053	0.30391936322262436	0.9168241965973534	0.15612218364055655	0.1726190476190476	0.43367144570292654	0.2155686119806105	0.32356072515695755	0.8168735594088493	0.1566805540885423	0.37332192205858017	0.017758186397984883	0.29202987986472806
binding	1.0	0.5893958076448829	0.2663918956531023	0.21982176613556575	0.0692747002102608	0.21598639455782315	0.13290529992878997	0.20017270993271905	0.18711055000065074	0.45663161542053976	0.23950680970596974	0.7734801629985107	0.00044080604534005037	0.12692473886167754
catalysis	1.0	0.5893958076448829	0.2663918956531023	0.21982176613556575	0.0692747002102608	0.21598639455782315	0.13290529992878997	0.20017270993271905	0.18711055000065074	0.45663161542053976	0.23950680970596974	0.7734801629985107	0.00044080604534005037	0.12692473886167754
reaction	1.0	0.5893958076448829	0.2663918956531023	0.21982176613556575	0.0692747002102608	0.21598639455782315	0.13290529992878997	0.20017270993271905	0.18711055000065074	0.45663161542053976	0.23950680970596974	0.7734801629985107	0.00044080604534005037	0.12692473886167754
catalysis	0.0	0.004932182490752168	0.3258286023661826	0.40048609235754784	0.0281982959396598	0.6439909297052154	0.5021792126999738	0.21862707352463373	0.18613140520800703	0.9335614426249267	0.14863939393475703	0.5737966448783716	0.03129722921914357	0.21241147689019635
regulation	1.0	0.01849568434032059	0.9375092935385603	0.012152308938698352	0.020427854771752085	0.10856009070294784	0.4293988434747715	0.21728147697268677	0.1539762902175869	0.6261242260353427	0.2159766479416033	0.5445996400794307	0.21467254408060454	0.44464022810953185
binding	1.0	0.7016029593094945	0.9375092935385603	0.3294625978935997	0.020427854771752085	0.14342403628117914	0.4293988434747715	0.28439851348353035	0.1539762902175869	0.6261242260353427	0.2159766479416033	0.5445996400794307	0.21467254408060454	0.44464022810953185
reaction	0.0	0.11344019728729962	0.4763705824713378	0.0	0.08819654886981136	0.12188208616780047	0.49151626349105465	0.354419128415845	0.37085750737814654	0.6758688741921394	0.1815663186876575	0.7355954203210325	0.0012594458438287153	0.3392896416641439
catalysis	0.0	0.3181257706535141	0.35571026781912896	0.0	0.03489952105348225	0.13492063492063494	0.2424713362203939	0.21638087284942917	0.12015985702953828	0.49181593576281657	0.04162133892137679	0.5974746090517955	0.021725440806045337	0.16981947366105965
catalysis	0.0	0.6757090012330456	0.1988607551500501	0.08317580340264649	0.013889357864249309	0.16865079365079363	0.12317248833848654	0.18895921704830498	0.00707255005835789	0.4306124677985509	0.015314885310073457	0.5832678305477412	0.006045340050377834	0.03941720291553785
catalysis	0.0	0.11220715166461157	0.25142945743527567	0.2060491493383743	0.008825481427975899	0.12188208616780047	0.2270278043881156	0.21428684399485032	0.16667590577650493	0.4874207204085631	0.2241684545789322	0.643252006453748	0.0	0.14463582944569076
catalysis	0.0	0.2342786683107275	0.4321530380498121	0.2635700783148798	0.17922460180790334	0.19982993197278914	0.9033051199320836	0.7833233692987533	0.25482002638689766	0.9600570210458129	0.11483143509784186	0.9928959643389045	0.09426952141057933	0.7298392417738516
catalysis	0.0	0.36374845869297157	0.3571857957874376	0.24547664056170668	0.11344681927986028	0.2123015873015873	0.4241613104502469	0.44662915128567676	0.1397057390572844	0.7981270431913708	0.04658362115827491	0.8587208340228364	0.03091939546599496	0.19936814487646226
catalysis	1.0	0.013563501849568421	0.31520505517661224	0.11072103699702945	0.023783977799516735	0.22675736961451254	0.3186057677810535	0.30693180488206057	0.058436721267854694	0.6471625062143148	0.013666825711134912	0.746645136935297	0.039609571788413095	0.1546466708583346
reaction	1.0	0.013563501849568421	0.31520505517661224	0.11072103699702945	0.023783977799516735	0.22675736961451254	0.3186057677810535	0.30693180488206057	0.058436721267854694	0.6471625062143148	0.013666825711134912	0.746645136935297	0.039609571788413095	0.1546466708583346
catalysis	0.0	0.011097410604192365	0.3665536826560012	0.03969754253308128	0.38412330253298194	0.25425170068027214	0.6882879205045473	0.802808592477312	0.14493673941323687	0.9649154853191523	0.052401721973358587	0.8192575604004634	0.29326196473551636	0.46298783122585585
binding	0.0	0.13563501849568435	0.4253396828059688	0.019443694301917364	0.04911561231272548	0.08106575963718823	0.192320449806202	0.1757671515830162	0.4421672238481143	0.3980551077901143	0.28853695992939316	0.6319411405758728	0.0017632241813602015	0.1971377635640562
binding	1.0	0.22564734895191121	0.6987076103436926	0.1601404266810694	0.018728413246653527	0.14682539682539683	0.2623266429918421	0.39417630421530625	0.18250706309862114	0.6326643215474775	0.21162966715036616	0.6219411922885983	0.21171284634760704	0.4175936203849606
reaction	1.0	0.22564734895191121	0.6987076103436926	0.1601404266810694	0.018728413246653527	0.14682539682539683	0.2623266429918421	0.39417630421530625	0.18250706309862114	0.6326643215474775	0.21162966715036616	0.6219411922885983	0.21171284634760704	0.4175936203849606
catalysis	0.0	0.030826140567200983	0.22940075263364582	0.0018903591682419658	0.17015171929437087	0.25623582766439906	0.22859581693221592	0.3735532379949199	0.050416341834485054	0.729272435559439	0.047312500138739166	0.7505921107066027	0.052896725440806036	0.24357471648024087
catalysis	1.0	0.2342786683107275	0.24277200995886059	0.2635700783148798	0.04062117531503608	0.19982993197278914	0.2231379271152512	0.2752714804024837	0.07381553521543527	0.5996342969915186	0.08514287094826961	0.7474350488168128	0.0005667506297229219	0.08498218541144331
binding	1.0	0.2342786683107275	0.24277200995886059	0.2635700783148798	0.04062117531503608	0.19982993197278914	0.2231379271152512	0.2752714804024837	0.07381553521543527	0.5996342969915186	0.08514287094826961	0.7474350488168128	0.0005667506297229219	0.08498218541144331
reaction	1.0	0.2342786683107275	0.24277200995886059	0.2635700783148798	0.04062117531503608	0.19982993197278914	0.2231379271152512	0.2752714804024837	0.07381553521543527	0.5996342969915186	0.08514287094826961	0.7474350488168128	0.0005667506297229219	0.08498218541144331
reaction	0.0	0.030826140567200983	0.16802717716630003	1.0	0.026106040961545923	0.2562358276643991	0.3028328605327068	0.29100516548205363	0.10285632417527517	0.6240414890251437	0.0	0.8026836318881351	0.0003778337531486146	0.25343031093378454
catalysis	0.0	0.05548705302096177	0.28377033616873637	0.007561436672967864	0.011547592460062614	0.3072562358276644	0.44271535237370657	0.45337622612981077	0.0	0.803591873936034	0.01780238418426578	0.7079717751944398	0.022418136020151132	0.23001130715352114
regulation	0.0	0.0012330456226880282	0.3484660736594746	0.4004860923575479	0.040931485629016835	0.3871882086167801	0.4674625799373258	0.7151488120656551	0.19431016938146145	0.7731473809487942	0.05498728114799775	0.7790056677147111	0.05837531486146095	0.36096470460384844
catalysis	0.0	0.0012330456226880282	0.3484660736594746	0.4004860923575479	0.040931485629016835	0.3871882086167801	0.4674625799373258	0.7151488120656551	0.19431016938146145	0.7731473809487942	0.05498728114799775	0.7790056677147111	0.05837531486146095	0.36096470460384844
catalysis	0.0	0.35635018495684334	0.3189898288972176	0.11450175533351337	0.17774693364609023	0.17913832199546487	0.5366337368568772	0.5846183774755881	0.12425591021265492	0.8874022657768271	0.17625662281489052	0.9163378599205693	0.012216624685138538	0.4402467391669965
catalysis	0.0	0.13070283600493218	0.282489257622608	0.0	0.011749817504957412	0.07624716553287983	0.31519835590637385	0.300822111932485	0.11908688649412694	0.6384718811672366	0.031277593602813236	0.7955795962270397	0.007241813602015113	0.17302791081579694
catalysis	0.0	0.1467324290998767	0.36484176519406186	0.017013232514177693	0.018221542282398258	0.1366213151927438	0.659196184812082	0.6162043670940129	0.2464079890364706	0.902450323144368	0.05331594569752457	0.8105762866126095	0.010957178841309824	0.3919131859004711
regulation	0.0	0.03575832305795315	0.22277803407821442	0.0018903591682419658	0.01934931093739537	0.20238095238095238	0.05655747021124097	0.17157593068827753	0.03577014338845971	0.38723466759065384	0.21615552717098985	0.7063932442495449	0.045780856423173796	0.16454625195028993
catalysis	1.0	0.6744759556103576	0.4491273287860129	0.29057520928976505	0.02866028273349999	0.165249433106576	0.23588846698939264	0.29979882139705255	0.1026549001036456	0.6369955106283615	0.11999845862138725	0.7403310131557173	0.025944584382871536	0.207686794434914
binding	1.0	0.6744759556103576	0.4491273287860129	0.29057520928976505	0.02866028273349999	0.165249433106576	0.23588846698939264	0.29979882139705255	0.1026549001036456	0.6369955106283615	0.11999845862138725	0.7403310131557173	0.025944584382871536	0.207686794434914
reaction	1.0	0.6744759556103576	0.4491273287860129	0.29057520928976505	0.02866028273349999	0.165249433106576	0.23588846698939264	0.29979882139705255	0.1026549001036456	0.6369955106283615	0.11999845862138725	0.7403310131557173	0.025944584382871536	0.207686794434914
catalysis	0.0	0.038224414303329235	0.20889968316182386	0.15365919524709695	0.04044200805041624	0.3010204081632653	0.15058023422767258	0.2901447790040394	0.07219854752929791	0.622745898552253	0.030433628467538842	0.7711130129902365	0.0001259445843828715	0.052429485537452025
catalysis	0.0	0.30086313193588166	0.29775417271938154	0.005671077504725897	0.01836401412099974	0.2568027210884354	0.4480015958470864	0.30926939902637146	0.034254384210115674	0.6504297292818514	0.03635065165164472	0.5398575831540625	0.005415617128463475	0.14320496997265064
catalysis	0.0	0.6387176325524044	0.1235719723398874	0.03969754253308128	0.033258385851268564	0.21825396825396828	0.05222919889867994	0.2485757756921841	0.15937815671977212	0.5542566173036653	0.22870078011387104	0.8113649056759887	0.020340050377833752	0.24620097753835235
catalysis	0.0	0.016029593094944505	0.60505670170569	0.022414258709154738	0.869731237634826	0.21201814058956917	0.6252148478726292	0.21153622819040024	0.6869448141427382	0.8982038747194144	0.2230563861167218	0.940015824093993	0.21297229219143574	0.6023375017141851
regulation	1.0	0.020961775585696674	0.6780209878284829	0.05022954361328653	0.002038702406059814	0.11309523809523811	0.559669140075014	0.011389275625983127	0.07690532882703498	0.6952368218864401	0.04542737168157747	0.8318858079596226	0.0028967254408060455	0.3351678349000339
binding	1.0	0.27003699136868065	0.3845510569533461	0.16824196597353497	0.12464877533653848	0.11706349206349206	0.2691020344730805	0.21280014677181094	0.02857362283952024	0.4842759005107039	0.03433254911673424	0.7182315799271886	0.00207808564231738	0.18609970477203275
catalysis	0.0	0.6744759556103576	0.514520796556339	0.04725897920604914	0.032391487196338206	0.2380952380952381	0.34776013119347554	0.24011267267039288	0.2382946446469642	0.5387208303831031	0.31447013784756694	0.7416639086546417	0.01114609571788413	0.362690533299179
catalysis	0.0	0.32552404438964244	0.25300792921532667	0.5576559546313798	0.26976410070999585	0.22817460317460317	0.282676012887393	0.3647975403068922	0.09114317009536346	0.7196703776796879	0.15510770997280368	0.6621943777924871	0.005604534005037782	0.2916753993081159
binding	1.0	0.13563501849568435	0.32088094484626417	0.052930056710775046	0.004882754924724817	0.08106575963718823	0.31762691971358253	0.3833837409549838	0.10470400267849254	0.7056731044456831	0.023393545446886755	0.6992892085884495	0.00327455919395466	0.07285481045640019
catalysis	1.0	0.10727496917385945	0.32088094484626417	0.052930056710775046	0.004882754924724817	0.12188208616780047	0.31762691971358253	0.0	0.10470400267849254	0.7056731044456831	0.023393545446886755	0.6992892085884495	0.00327455919395466	0.07285481045640019
reaction	1.0	0.13563501849568435	0.32088094484626417	0.052930056710775046	0.004882754924724817	0.08106575963718823	0.31762691971358253	0.3833837409549838	0.10470400267849254	0.7056731044456831	0.023393545446886755	0.6992892085884495	0.00327455919395466	0.07285481045640019
regulation	1.0	0.3810110974106041	0.4870869061826021	0.2967863894139885	0.06312390648671375	0.1765873015873016	0.13747248439525978	0.11132763869552036	0.15143481768986766	0.5452477440154265	0.09354933266086236	0.7671660392189309	0.02424433249370277	0.14522576789027142
binding	1.0	0.3810110974106041	0.4870869061826021	0.2967863894139885	0.06312390648671375	0.1765873015873016	0.13747248439525978	0.11132763869552036	0.15143481768986766	0.5452477440154265	0.09354933266086236	0.7671660392189309	0.02424433249370277	0.14522576789027142
catalysis	1.0	0.3810110974106041	0.4870869061826021	0.2967863894139885	0.06312390648671375	0.1765873015873016	0.13747248439525978	0.11132763869552036	0.15143481768986766	0.5452477440154265	0.09354933266086236	0.7671660392189309	0.02424433249370277	0.14522576789027142
reaction	1.0	0.3810110974106041	0.4870869061826021	0.2967863894139885	0.06312390648671375	0.1765873015873016	0.13747248439525978	0.11132763869552036	0.15143481768986766	0.5452477440154265	0.09354933266086236	0.7671660392189309	0.02424433249370277	0.14522576789027142
binding	1.0	0.17632552404438964	0.2599750647211557	0.13367539832568187	0.17309289463144636	0.18452380952380953	0.2365472178215295	0.3487190679990004	0.13693099335259246	0.7011611352988146	0.0759933061237192	0.8003151890617243	0.01410579345088161	0.24832786087802505
catalysis	1.0	0.17632552404438964	0.2599750647211557	0.13367539832568187	0.17309289463144636	0.18452380952380953	0.2365472178215295	0.3487190679990004	0.13693099335259246	0.7011611352988146	0.0759933061237192	0.8003151890617243	0.01410579345088161	0.24832786087802505
reaction	1.0	0.17632552404438964	0.2599750647211557	0.13367539832568187	0.17309289463144636	0.18452380952380953	0.2365472178215295	0.3487190679990004	0.13693099335259246	0.7011611352988146	0.0759933061237192	0.8003151890617243	0.01410579345088161	0.24832786087802505
catalysis	0.0	0.2564734895191122	0.38269171378570155	0.2827437213070483	0.19522620876267077	0.16865079365079366	0.38204764809716113	0.5496936454764864	0.27402374572886284	0.8687367239639044	0.07929675290448683	0.9613253454410061	0.08306045340050378	0.38278725215469833
catalysis	0.0	0.32552404438964244	0.5153875580329852	0.14798811774237106	0.06303894056740948	0.17063492063492064	0.21373217139583267	0.1686942686240459	0.13674162029379544	0.3796607360761687	0.38922010401676327	0.47434919534999176	0.01599496221662468	0.22108978190389694
catalysis	0.0	0.056720098643649824	0.3612285644930272	0.07075344315419929	0.13361052489040126	0.3072562358276644	0.21466230901444844	0.2726476179630983	0.06643256828224381	0.5954029135720637	0.12763142930474103	0.765587508274036	0.0027707808564231733	0.1625461536272158
reaction	0.0	0.056720098643649824	0.3612285644930272	0.07075344315419929	0.13361052489040126	0.3072562358276644	0.21466230901444844	0.2726476179630983	0.06643256828224381	0.5954029135720637	0.12763142930474103	0.765587508274036	0.0027707808564231733	0.1625461536272158
catalysis	1.0	0.35758323057953145	0.42884866878400485	0.11450175533351335	0.04298359728873479	0.39682539682539686	0.37851266123738453	0.328371876749637	0.18569025205967304	0.6759969267388785	0.12481030989188563	0.7742700748800265	0.03079345088161209	0.31945943008841315
